Time,RPM,Torque (Nm)
2015-01-23 23:24:59.155000,0.88217896217024361,0.3575546996157728
2015-01-23 23:24:59.163000,0.88217896217024361,0.61797591623911619
2015-01-23 23:24:59.174000,0.88217896217024361,-0.033077125319423611
2015-01-23 23:24:59.184000,-2.9471284457631697,0.22734409130391975
2015-01-23 23:24:59.194000,3.4350505674609622,0.22734409130391975
2015-01-23 23:24:59.204000,-1.6706926431186986,-0.033077125319423611
2015-01-23 23:24:59.214000,0.88217896217024361,0.61797591623911619
2015-01-23 23:24:59.224000,-2.9471284457631697,0.097133482992248069
2015-01-23 23:24:59.234000,-0.39425684047422749,0.22734409130391975
2015-01-23 23:24:59.244000,3.4350505674609622,0.61797591623911619
2015-01-23 23:24:59.254000,-0.39425684047422749,-0.033077125319423611
2015-01-23 23:24:59.264000,-0.39425684047422749,0.22734409130391975
2015-01-23 23:24:59.274000,2.1586147648164911,0.61797591623911619
2015-01-23 23:24:59.284000,-0.39425684047422749,-0.033077125319423611
2015-01-23 23:24:59.294000,-2.9471284457631697,-0.16328773363109528
2015-01-23 23:24:59.304000,-0.39425684047422749,0.22734409130391975
2015-01-23 23:24:59.314000,2.1586147648164911,0.22734409130391975
2015-01-23 23:24:59.324000,-0.39425684047422749,-0.16328773363109528
2015-01-23 23:24:59.334000,0.88217896217024361,0.22734409130391975
2015-01-23 23:24:59.344000,0.88217896217024361,0.22734409130391975
2015-01-23 23:24:59.354000,-2.9471284457631697,-0.033077125319423611
2015-01-23 23:24:59.364000,-0.39425684047422749,0.22734409130391975
2015-01-23 23:24:59.374000,0.88217896217024361,0.22734409130391975
2015-01-23 23:24:59.384000,-2.9471284457631697,0.22734409130391975
2015-01-23 23:24:59.394000,3.4350505674609622,0.61797591623911619
2015-01-23 23:24:59.404000,-0.39425684047422749,0.097133482992248069
2015-01-23 23:24:59.414000,-4.2235642484076408,-0.033077125319423611
2015-01-23 23:24:59.424000,-2.9471284457631697,-0.033077125319423611
2015-01-23 23:24:59.434000,-0.39425684047422749,0.22734409130391975
2015-01-23 23:24:59.444000,-0.39425684047422749,0.22734409130391975
2015-01-23 23:24:59.454000,-2.9471284457631697,0.097133482992248069
2015-01-23 23:24:59.464000,0.88217896217024361,-0.16328773363109528
2015-01-23 23:24:59.474000,-2.9471284457631697,-0.033077125319423611
2015-01-23 23:24:59.484000,-2.9471284457631697,-0.033077125319423611
2015-01-23 23:24:59.494000,-4.2235642484076408,0.22734409130391975
2015-01-23 23:24:59.504000,0.88217896217024361,0.48776530792744449
2015-01-23 23:24:59.514000,0.88217896217024361,0.74818652455078782
2015-01-23 23:24:59.524000,2.1586147648164911,0.3575546996157728
2015-01-23 23:24:59.534000,-2.9471284457631697,-0.16328773363109528
2015-01-23 23:24:59.544000,0.88217896217024361,0.22734409130391975
2015-01-23 23:24:59.554000,3.4350505674609622,0.48776530792744449
2015-01-23 23:24:59.564000,0.88217896217024361,0.48776530792744449
2015-01-23 23:24:59.574000,-0.39425684047422749,0.3575546996157728
2015-01-23 23:24:59.584000,3.4350505674609622,0.48776530792744449
2015-01-23 23:24:59.594000,0.88217896217024361,0.22734409130391975
2015-01-23 23:24:59.604000,3.4350505674609622,0.61797591623911619
2015-01-23 23:24:59.614000,-0.39425684047422749,0.61797591623911619
2015-01-23 23:24:59.624000,-0.39425684047422749,0.61797591623911619
2015-01-23 23:24:59.634000,0.88217896217024361,0.48776530792744449
2015-01-23 23:24:59.644000,0.88217896217024361,0.48776530792744449
2015-01-23 23:24:59.654000,2.1586147648164911,0.3575546996157728
2015-01-23 23:24:59.664000,-0.39425684047422749,-0.033077125319423611
2015-01-23 23:24:59.674000,-2.9471284457631697,-0.033077125319423611
2015-01-23 23:24:59.684000,0.88217896217024361,0.3575546996157728
2015-01-23 23:24:59.694000,4.7114863701054333,0.48776530792744449
2015-01-23 23:24:59.704000,0.88217896217024361,-0.033077125319423611
2015-01-23 23:24:59.714000,-4.2235642484076408,0.22734409130391975
2015-01-23 23:24:59.724000,-0.39425684047422749,0.48776530792744449
2015-01-23 23:24:59.734000,3.4350505674609622,0.48776530792744449
2015-01-23 23:24:59.744000,3.4350505674609622,-0.033077125319423611
2015-01-23 23:24:59.754000,-0.39425684047422749,0.22734409130391975
2015-01-23 23:24:59.764000,2.1586147648164911,0.61797591623911619
2015-01-23 23:24:59.774000,-2.9471284457631697,0.22734409130391975
2015-01-23 23:24:59.784000,2.1586147648164911,0.48776530792744449
2015-01-23 23:24:59.794000,-0.39425684047422749,-0.033077125319423611
2015-01-23 23:24:59.804000,-4.2235642484076408,0.22734409130391975
2015-01-23 23:24:59.814000,2.1586147648164911,0.22734409130391975
2015-01-23 23:24:59.824000,-4.2235642484076408,-0.033077125319423611
2015-01-23 23:24:59.834000,-0.39425684047422749,0.22734409130391975
2015-01-23 23:24:59.844000,3.4350505674609622,0.22734409130391975
2015-01-23 23:24:59.854000,0.88217896217024361,-0.033077125319423611
2015-01-23 23:24:59.864000,0.88217896217024361,0.61797591623911619
2015-01-23 23:24:59.874000,3.4350505674609622,0.22734409130391975
2015-01-23 23:24:59.884000,-0.39425684047422749,-0.033077125319423611
2015-01-23 23:24:59.894000,0.88217896217024361,0.61797591623911619
2015-01-23 23:24:59.904000,4.7114863701054333,0.61797591623911619
2015-01-23 23:24:59.914000,-0.39425684047422749,-0.16328773363109528
2015-01-23 23:24:59.924000,-2.9471284457631697,0.22734409130391975
2015-01-23 23:24:59.934000,-2.9471284457631697,0.22734409130391975
2015-01-23 23:24:59.944000,0.88217896217024361,0.22734409130391975
2015-01-23 23:24:59.954000,0.88217896217024361,0.48776530792744449
2015-01-23 23:24:59.964000,3.4350505674609622,0.61797591623911619
2015-01-23 23:24:59.974000,-0.39425684047422749,-0.033077125319423611
2015-01-23 23:24:59.984000,0.88217896217024361,0.3575546996157728
2015-01-23 23:24:59.994000,-0.39425684047422749,0.61797591623911619
2015-01-23 23:25:00.004000,-0.39425684047422749,0.48776530792744449
2015-01-23 23:25:00.014000,2.1586147648164911,0.22734409130391975
2015-01-23 23:25:00.024000,0.88217896217024361,0.22734409130391975
2015-01-23 23:25:00.034000,4.7114863701054333,-0.033077125319423611
2015-01-23 23:25:00.044000,-2.9471284457631697,0.3575546996157728
2015-01-23 23:25:00.054000,-2.9471284457631697,0.61797591623911619
2015-01-23 23:25:00.064000,3.4350505674609622,0.61797591623911619
2015-01-23 23:25:00.074000,-0.39425684047422749,0.3575546996157728
2015-01-23 23:25:00.084000,-2.9471284457631697,0.22734409130391975
2015-01-23 23:25:00.093000,0.88217896217024361,0.3575546996157728
2015-01-23 23:25:00.104000,3.4350505674609622,0.097133482992248069
